318 P 63400 64000
319 B 63600 32000
320 B 63800 32000
321 P 64000 64000
322 B 64200 32000
323 B 64400 32000
324 P 64600 64000
325 B 64800 32000
326 B 65000 32000
327 P 65200 64000
328 B 65400 32000
329 I 65600 80000
330 P 65800 64000
331 B 66000 32000
332 P 66200 64000
333 B 66400 32000
334 P 66600 64000
335 B 66800 32000
336 B 67000 32000
337 P 67200 64000
338 B 67400 32000
339 I 67600 80000
340 P 67800 64000
341 B 68000 32000
342 P 68200 64000
343 B 68400 32000
344 P 68600 64000
345 B 68800 32000
346 B 69000 32000
347 P 69200 64000
348 B 69400 32000
349 B 69600 32000
350 P 69800 64000
351 B 70000 32000
352 B 70200 32000
353 P 70400 64000
354 B 70600 32000
355 I 70800 80000
356 P 71000 64000
357 B 71200 32000
358 P 71400 64000
359 B 71600 32000
360 P 71800 64000
361 B 72000 32000
362 B 72200 32000
363 P 72400 64000
364 B 72600 32000
365 I 72800 80000
366 P 73000 64000
367 B 73200 32000
368 P 73400 64000
369 B 73600 32000
370 P 73800 64000
371 B 74000 32000
372 B 74200 32000
373 P 74400 64000
374 B 74600 32000
375 B 74800 32000
376 P 75000 64000
377 B 75200 32000
378 B 75400 32000
379 P 75600 64000
380 B 75800 32000
381 I 76000 80000
382 P 76200 64000
383 B 76400 32000
384 P 76600 64000
385 B 76800 32000
386 P 77000 64000
387 B 77200 32000
388 B 77400 32000
389 P 77600 64000
390 B 77800 32000
391 I 78000 80000
392 P 78200 64000
393 B 78400 32000
394 P 78600 64000
395 B 78800 32000
396 P 79000 64000
397 B 79200 32000
398 B 79400 32000
399 P 79600 64000
400 B 79800 32000
401 B 80000 32000
402 P 80200 64000
403 B 80400 32000
404 B 80600 32000
405 P 80800 64000
406 B 81000 32000
407 I 81200 80000
408 P 81400 64000
409 B 81600 32000
410 P 81800 64000
411 B 82000 32000
412 P 82200 64000
413 B 82400 32000
414 B 82600 32000
415 P 82800 64000
416 B 83000 32000
417 I 83200 80000
418 P 83400 64000
419 B 83600 32000
420 P 83800 64000
421 B 84000 32000
422 P 84200 64000
423 B 84400 32000
424 B 84600 32000
425 P 84800 64000
426 B 85000 32000
427 B 85200 32000
428 P 85400 64000
429 B 85600 32000
430 B 85800 32000
431 P 86000 64000
432 B 86200 32000
433 I 86400 80000
434 P 86600 64000
435 B 86800 32000
436 P 87000 64000
437 B 87200 32000
438 P 87400 64000
439 B 87600 32000
440 B 87800 32000
441 P 88000 64000
442 B 88200 32000
443 I 88400 80000
444 P 88600 64000
445 B 88800 32000
446 P 89000 64000
447 B 89200 32000
448 P 89400 64000
449 B 89600 32000
450 B 89800 32000
451 P 90000 64000
452 B 90200 32000
453 B 90400 32000
454 P 90600 64000
455 B 90800 32000
456 B 91000 32000
457 P 91200 64000
458 B 91400 32000
459 I 91600 80000
460 P 91800 64000
461 B 92000 32000
462 P 92200 64000
463 B 92400 32000
464 P 92600 64000
465 B 92800 32000
466 B 93000 32000
467 P 93200 64000
468 B 93400 32000
469 I 93600 80000
470 P 93800 64000
471 B 94000 32000
472 P 94200 64000
473 B 94400 32000
474 P 94600 64000
475 B 94800 32000
476 B 95000 32000
477 P 95200 64000
478 B 95400 32000
479 B 95600 32000
480 P 95800 64000
481 B 96000 32000
482 B 96200 32000
483 P 96400 64000
484 B 96600 32000
485 I 96800 80000
486 P 97000 64000
487 B 97200 32000
488 P 97400 64000
489 B 97600 32000
490 P 97800 64000
491 B 98000 32000
492 B 98200 32000
493 P 98400 64000
494 B 98600 32000
495 I 98800 80000
496 P 99000 64000
497 B 99200 32000
498 P 99400 64000
499 B 99600 32000
500 P 99800 64000
501 B 100000 32000
502 B 100200 32000
503 P 100400 64000
504 B 100600 32000
505 B 100800 32000
506 P 101000 64000
507 B 101200 32000
508 B 101400 32000
509 P 101600 64000
510 B 101800 32000
511 I 102000 80000
512 P 102200 64000
513 B 102400 32000
514 P 102600 64000
515 B 102800 32000
516 P 103000 64000
517 B 103200 32000
518 B 103400 32000
519 P 103600 64000
520 B 103800 32000
521 I 104000 80000
522 P 104200 64000
523 B 104400 32000
524 P 104600 64000
525 B 104800 32000
526 P 105000 64000
527 B 105200 32000
528 B 105400 32000
529 P 105600 64000
530 B 105800 32000
531 B 106000 32000
532 P 106200 64000
533 B 106400 32000
534 B 106600 32000
535 P 106800 64000
536 B 107000 32000
537 I 107200 80000
538 P 107400 64000
539 B 107600 32000
540 P 107800 64000
541 B 108000 32000
542 P 108200 64000
543 B 108400 32000
544 B 108600 32000
545 P 108800 64000
546 B 109000 32000
547 I 109200 80000
548 P 109400 64000
549 B 109600 32000
550 P 109800 64000
551 B 110000 32000
552 P 110200 64000
553 B 110400 32000
554 B 110600 32000
555 P 110800 64000
556 B 111000 32000
557 B 111200 32000
558 P 111400 64000
559 B 111600 32000
560 B 111800 32000
561 P 112000 64000
562 B 112200 32000
563 I 112400 80000
564 P 112600 64000
565 B 112800 32000
566 P 113000 64000
567 B 113200 32000
568 P 113400 64000
569 B 113600 32000
570 B 113800 32000
571 P 114000 64000
572 B 114200 32000
573 I 114400 80000
574 P 114600 64000
575 B 114800 32000
576 P 115000 64000
577 B 115200 32000
578 P 115400 64000
579 B 115600 32000
580 B 115800 32000
581 P 116000 64000
582 B 116200 32000
583 B 116400 32000
584 P 116600 64000
585 B 116800 32000
586 B 117000 32000
587 P 117200 64000
588 B 117400 32000
589 I 117600 80000
590 P 117800 64000
591 B 118000 32000
592 P 118200 64000
593 B 118400 32000
594 P 118600 64000
595 B 118800 32000
596 B 119000 32000
597 P 119200 64000
598 B 119400 32000
599 I 119600 80000
600 P 119800 64000
601 B 120000 32000
