160 P 31800 192000
161 B 32000 96000
162 P 32200 192000
163 B 32400 96000
164 B 32600 96000
165 P 32800 192000
166 B 33000 96000
167 B 33200 96000
168 P 33400 192000
169 B 33600 96000
170 B 33800 96000
171 P 34000 192000
172 B 34200 96000
173 I 34400 240000
174 P 34600 192000
175 B 34800 96000
176 P 35000 192000
177 B 35200 96000
178 P 35400 192000
179 B 35600 96000
180 B 35800 96000
181 P 36000 192000
182 B 36200 96000
183 I 36400 240000
184 P 36600 192000
185 B 36800 96000
186 P 37000 192000
187 B 37200 96000
188 P 37400 192000
189 B 37600 96000
190 B 37800 96000
191 P 38000 192000
192 B 38200 96000
193 B 38400 96000
194 P 38600 192000
195 B 38800 96000
196 B 39000 96000
197 P 39200 192000
198 B 39400 96000
199 I 39600 240000
200 P 39800 192000
201 B 40000 96000
202 P 40200 192000
203 B 40400 96000
204 P 40600 192000
205 B 40800 96000
206 B 41000 96000
207 P 41200 192000
208 B 41400 96000
209 I 41600 240000
210 P 41800 192000
211 B 42000 96000
212 P 42200 192000
213 B 42400 96000
214 P 42600 192000
215 B 42800 96000
216 B 43000 96000
217 P 43200 192000
218 B 43400 96000
219 B 43600 96000
220 P 43800 192000
221 B 44000 96000
222 B 44200 96000
223 P 44400 192000
224 B 44600 96000
225 I 44800 240000
226 P 45000 192000
227 B 45200 96000
228 P 45400 192000
229 B 45600 96000
230 P 45800 192000
231 B 46000 96000
232 B 46200 96000
233 P 46400 192000
234 B 46600 96000
235 I 46800 240000
236 P 47000 192000
237 B 47200 96000
238 P 47400 192000
239 B 47600 96000
240 P 47800 192000
241 B 48000 96000
242 B 48200 96000
243 P 48400 192000
244 B 48600 96000
245 B 48800 96000
246 P 49000 192000
247 B 49200 96000
248 B 49400 96000
249 P 49600 192000
250 B 49800 96000
251 I 50000 240000
252 P 50200 192000
253 B 50400 96000
254 P 50600 192000
255 B 50800 96000
256 P 51000 192000
257 B 51200 96000
258 B 51400 96000
259 P 51600 192000
260 B 51800 96000
261 I 52000 240000
262 P 52200 192000
263 B 52400 96000
264 P 52600 192000
265 B 52800 96000
266 P 53000 192000
267 B 53200 96000
268 B 53400 96000
269 P 53600 192000
270 B 53800 96000
271 B 54000 96000
272 P 54200 192000
273 B 54400 96000
274 B 54600 96000
275 P 54800 192000
276 B 55000 96000
277 I 55200 240000
278 P 55400 192000
279 B 55600 96000
280 P 55800 192000
281 B 56000 96000
282 P 56200 192000
283 B 56400 96000
284 B 56600 96000
285 P 56800 192000
286 B 57000 96000
287 I 57200 240000
288 P 57400 192000
289 B 57600 96000
290 P 57800 192000
291 B 58000 96000
292 P 58200 192000
293 B 58400 96000
294 B 58600 96000
295 P 58800 192000
296 B 59000 96000
297 B 59200 96000
298 P 59400 192000
299 B 59600 96000
300 B 59800 96000
301 P 60000 192000
302 B 60200 96000
303 I 60400 240000
304 P 60600 192000
305 B 60800 96000
306 P 61000 192000
307 B 61200 96000
308 P 61400 192000
309 B 61600 96000
310 B 61800 96000
311 P 62000 192000
312 B 62200 96000
313 I 62400 240000
314 P 62600 192000
315 B 62800 96000
316 P 63000 192000
317 B 63200 96000
318 P 63400 192000
319 B 63600 96000
320 B 63800 96000
321 P 64000 192000
322 B 64200 96000
323 B 64400 96000
324 P 64600 192000
325 B 64800 96000
326 B 65000 96000
327 P 65200 192000
328 B 65400 96000
329 I 65600 240000
330 P 65800 192000
331 B 66000 96000
332 P 66200 192000
333 B 66400 96000
334 P 66600 192000
335 B 66800 96000
336 B 67000 96000
337 P 67200 192000
338 B 67400 96000
339 I 67600 240000
340 P 67800 192000
341 B 68000 96000
342 P 68200 192000
343 B 68400 96000
344 P 68600 192000
345 B 68800 96000
346 B 69000 96000
347 P 69200 192000
348 B 69400 96000
349 B 69600 96000
350 P 69800 192000
351 B 70000 96000
352 B 70200 96000
353 P 70400 192000
354 B 70600 96000
355 I 70800 240000
356 P 71000 192000
357 B 71200 96000
358 P 71400 192000
359 B 71600 96000
360 P 71800 192000
361 B 72000 96000
362 B 72200 96000
363 P 72400 192000
364 B 72600 96000
365 I 72800 240000
366 P 73000 192000
367 B 73200 96000
368 P 73400 192000
369 B 73600 96000
370 P 73800 192000
371 B 74000 96000
372 B 74200 96000
373 P 74400 192000
374 B 74600 96000
375 B 74800 96000
376 P 75000 192000
377 B 75200 96000
378 B 75400 96000
379 P 75600 192000
380 B 75800 96000
381 I 76000 240000
382 P 76200 192000
383 B 76400 96000
384 P 76600 192000
385 B 76800 96000
386 P 77000 192000
387 B 77200 96000
388 B 77400 96000
389 P 77600 192000
390 B 77800 96000
391 I 78000 240000
392 P 78200 192000
393 B 78400 96000
394 P 78600 192000
395 B 78800 96000
396 P 79000 192000
397 B 79200 96000
398 B 79400 96000
399 P 79600 192000
400 B 79800 96000
401 B 80000 96000
402 P 80200 192000
403 B 80400 96000
404 B 80600 96000
405 P 80800 192000
406 B 81000 96000
407 I 81200 240000
408 P 81400 192000
409 B 81600 96000
410 P 81800 192000
411 B 82000 96000
412 P 82200 192000
413 B 82400 96000
414 B 82600 96000
415 P 82800 192000
416 B 83000 96000
417 I 83200 240000
418 P 83400 192000
419 B 83600 96000
420 P 83800 192000
421 B 84000 96000
422 P 84200 192000
423 B 84400 96000
424 B 84600 96000
425 P 84800 192000
426 B 85000 96000
427 B 85200 96000
428 P 85400 192000
429 B 85600 96000
430 B 85800 96000
431 P 86000 192000
432 B 86200 96000
433 I 86400 240000
434 P 86600 192000
435 B 86800 96000
436 P 87000 192000
437 B 87200 96000
438 P 87400 192000
439 B 87600 96000
440 B 87800 96000
441 P 88000 192000
442 B 88200 96000
443 I 88400 240000
444 P 88600 192000
445 B 88800 96000
446 P 89000 192000
447 B 89200 96000
448 P 89400 192000
449 B 89600 96000
450 B 89800 96000
451 P 90000 192000
452 B 90200 96000
453 B 90400 96000
454 P 90600 192000
455 B 90800 96000
456 B 91000 96000
457 P 91200 192000
458 B 91400 96000
459 I 91600 240000
460 P 91800 192000
461 B 92000 96000
462 P 92200 192000
463 B 92400 96000
464 P 92600 192000
465 B 92800 96000
466 B 93000 96000
467 P 93200 192000
468 B 93400 96000
469 I 93600 240000
470 P 93800 192000
471 B 94000 96000
472 P 94200 192000
473 B 94400 96000
474 P 94600 192000
475 B 94800 96000
476 B 95000 96000
477 P 95200 192000
478 B 95400 96000
479 B 95600 96000
480 P 95800 192000
481 B 96000 96000
482 B 96200 96000
483 P 96400 192000
484 B 96600 96000
485 I 96800 240000
486 P 97000 192000
487 B 97200 96000
488 P 97400 192000
489 B 97600 96000
490 P 97800 192000
491 B 98000 96000
492 B 98200 96000
493 P 98400 192000
494 B 98600 96000
495 I 98800 240000
496 P 99000 192000
497 B 99200 96000
498 P 99400 192000
499 B 99600 96000
500 P 99800 192000
501 B 100000 96000
502 B 100200 96000
503 P 100400 192000
504 B 100600 96000
505 B 100800 96000
506 P 101000 192000
507 B 101200 96000
508 B 101400 96000
509 P 101600 192000
510 B 101800 96000
511 I 102000 240000
512 P 102200 192000
513 B 102400 96000
514 P 102600 192000
515 B 102800 96000
516 P 103000 192000
517 B 103200 96000
518 B 103400 96000
519 P 103600 192000
520 B 103800 96000
521 I 104000 240000
522 P 104200 192000
523 B 104400 96000
524 P 104600 192000
525 B 104800 96000
526 P 105000 192000
527 B 105200 96000
528 B 105400 96000
529 P 105600 192000
530 B 105800 96000
531 B 106000 96000
532 P 106200 192000
533 B 106400 96000
534 B 106600 96000
535 P 106800 192000
536 B 107000 96000
537 I 107200 240000
538 P 107400 192000
539 B 107600 96000
540 P 107800 192000
541 B 108000 96000
542 P 108200 192000
543 B 108400 96000
544 B 108600 96000
545 P 108800 192000
546 B 109000 96000
547 I 109200 240000
548 P 109400 192000
549 B 109600 96000
550 P 109800 192000
551 B 110000 96000
552 P 110200 192000
553 B 110400 96000
554 B 110600 96000
555 P 110800 192000
556 B 111000 96000
557 B 111200 96000
558 P 111400 192000
559 B 111600 96000
560 B 111800 96000
561 P 112000 192000
562 B 112200 96000
563 I 112400 240000
564 P 112600 192000
565 B 112800 96000
566 P 113000 192000
567 B 113200 96000
568 P 113400 192000
569 B 113600 96000
570 B 113800 96000
571 P 114000 192000
572 B 114200 96000
573 I 114400 240000
574 P 114600 192000
575 B 114800 96000
576 P 115000 192000
577 B 115200 96000
578 P 115400 192000
579 B 115600 96000
580 B 115800 96000
581 P 116000 192000
582 B 116200 96000
583 B 116400 96000
584 P 116600 192000
585 B 116800 96000
586 B 117000 96000
587 P 117200 192000
588 B 117400 96000
589 I 117600 240000
590 P 117800 192000
591 B 118000 96000
592 P 118200 192000
593 B 118400 96000
594 P 118600 192000
595 B 118800 96000
596 B 119000 96000
597 P 119200 192000
598 B 119400 96000
599 I 119600 240000
600 P 119800 192000
601 B 120000 96000
